article group name;item number;article description;supplier;supplier's item number;EAN number 1;EAN number 2;EAN number 3;EAN number 4;EAN number 5;EAN number 6;retail price;currency code;RRP;availability (steps);mark new prices;price changes;deleted items;customs tariff number
Ink cartridges;670768;Brother LC-123 M magenta;Brother;LC123M;4977766713917;;;;;;9.70;EUR;16.99;> 20;;;;32159000
Ink cartridges;670775;Brother LC-123 Y yellow;Brother;LC123Y;4977766713924;;;;;;9.60;EUR;16.99;6;;;;32159000
Ink cartridges;670789;Brother LC-125 XLC cyan;Brother;LC125XLC;4977766713948;5014047563256;;;;;13.20;EUR;22.99;5;;;;32159000
Ink cartridges;670796;Brother LC-125 XLM magenta;Brother;LC125XLM;4977766713955;;;;;;13.20;EUR;22.99;0;;;;32159000
Ink cartridges;670803;Brother LC-125 XLY yellow;Brother;LC125XLY;4977766713962;;;;;;13.20;EUR;22.99;6;;;;32159000
Ink cartridges;670817;Brother LC-125 XL Rainbow Blister C/M/Y;Brother;LC125XLRBWBP;5014047563348;5014047563355;;;;;39.50;EUR;63.99;4;;;;32159000
Ink cartridges;670824;Brother LC-127 XLBK black;Brother;LC127XLBK;4977766713931;;;;;;19.80;EUR;35.99;> 20;;;;32159000
Ink cartridges;672980;Canon PGI-555 XXL PGBK black;Canon;8049B001;4960999965376;;;;;;14.56;EUR;24.99;> 1000;;;;32159000
Ink cartridges;675374;HP CN 621 AE ink cartridge black No. 970;Hewlett Packard;CN621AE;0886112877286;;;;;;46.75;EUR;;0;;;;32159000
Ink cartridges;675381;HP CN 622 AE ink cartridge cyan No. 971;Hewlett Packard;CN622AE;0886112877309;8861128773090;;;;;46.75;EUR;;0;;;;32159000
Ink cartridges;675388;HP CN 623 AE ink cartridge magenta No. 971;Hewlett Packard;CN623AE;0886112877323;;;;;;46.75;EUR;;0;;;;32159000
Ink cartridges;675395;HP CN 624 AE ink cartridge yellow No. 971;Hewlett Packard;CN624AE;0886112877347;;;;;;46.75;EUR;;0;;;;32159000
Ink cartridges;675402;HP CN 625 AE ink cartridge black No. 970 XL;Hewlett Packard;CN625AE;0886112877361;;;;;;73.22;EUR;;0;;;;32159000
Ink cartridges;675409;HP CN 626 AE ink cartridge cyan No. 971 XL;Hewlett Packard;CN626AE;0886112877385;;;;;;71.85;EUR;;5;;;;32159000
Ink cartridges;675416;HP CN 627 AE ink cartridge magenta No. 971 XL;Hewlett Packard;CN627AE;0886112877408;;;;;;72.85;EUR;;0;;;;32159000
Ink cartridges;675423;HP CN 628 AE ink cartridge yellow No. 971 XL;Hewlett Packard;CN628AE;0886112877422;;;;;;71.87;EUR;;2;;;;32159000
Ink cartridges;678062;KMP H47 ink cartridge black comp. to HP CC 654 AE No. 901XL;KMP;1711,4541;4011324711547;;;;;;12.91;EUR;21.99;1;;;;32159000
Ink cartridges;684976;HP C 9425 A ink cartridge cyan;Hewlett Packard;C9425A;0808736670852;8087366708520;;;;;30.83;EUR;;0;;;;32159000
Ink cartridges;684983;HP C 9426 A ink cartridge magenta;Hewlett Packard;C9426A;0808736670869;8087366708643;;;;;31.29;EUR;;0;;;;32159000
Ink cartridges;684990;HP C 9427 A ink cartridge yellow;Hewlett Packard;C9427A;0808736670876;8087366708766;;;;;35.22;EUR;;0;;;;32159000
Ink cartridges;684997;HP C 9428 A ink cartridge cyan hell;Hewlett Packard;C9428A;0808736670883;8087366708834;;;;;35.22;EUR;;0;;;;32159000
Ink cartridges;685004;HP C 9429 A ink cartridge magenta light;Hewlett Packard;C9429A;0808736670890;8087366708902;;;;;35.22;EUR;;0;;;;32159000
Ink cartridges;686889;KMP H62 ink cartridge black comp. w. HP CN 684 EE No. 364 XL;KMP;1712,0001;4011324712018;;;;;;5.78;EUR;13.99;1;;;;32159000
Ink cartridges;686896;KMP H63 ink cartridge photo sw comp. w. HP CB 322 EE No. 364 XL;KMP;1713,0040;4011324713046;;;;;;5.35;EUR;12.99;2;;;;32159000
Ink cartridges;686903;KMP H64 ink cartridge cyan comp. w. HP CB 323 EE No. 364 XL;KMP;1714,0003;4011324171433;;;;;;5.35;EUR;12.99;0;;;;32159000
Ink cartridges;686910;KMP H65 ink cartridge magenta comp. w. HP CB 324 EE No. 364 XL;KMP;1714,0006;4011324171464;;;;;;5.35;EUR;12.99;1;;;;32159000
Ink cartridges;686917;KMP H66 ink cartridge yellow comp. w. HP CB 325 EE No. 364 XL;KMP;1714,0009;4011324171495;;;;;;5.35;EUR;12.99;1;;;;32159000
Ink cartridges;686931;KMP H62V Promo Pack BK/C/M/Y compatible with HP No. 364 XL;KMP;1712,0005;4011324171259;;;;;;20.00;EUR;44.99;> 10;;;;32159000
Ink cartridges;696038;HP CR 712 AE Officejet Value Pack C/M/Y + 75 sheets A 4 180 g;Hewlett Packard;CR712AE;0886111754267;;;;;;42.90;EUR;;> 40;;;;32159000
Ink cartridges;696898;HP 51645 AE ink cartridge black   No. 45;Hewlett Packard;51645AE;0088698200292;0088698603628;0088698603635;0088698603642;0088698603659;0829160793917;26.12;EUR;;> 10;;;;32159000
Ink cartridges;705591;Lexmark Patrone 18C0034E black No. 34;Lexmark;18C0034E;0734646957663;7346469576636;;;;;27.98;EUR;41.99;2;;;;32159000
Ink cartridges;705605;Lexmark Patrone 18C0035E color No. 35;Lexmark;18C0035E;0734646957670;7346469576704;;;;;31.81;EUR;;2;;;;32159000
Ink cartridges;705887;KMP H100 ink cartridge black compatible with HP CN 045 AE;KMP;1722,4001;4011324172249;;;;;;9.63;EUR;19.99;2;;;;32159000
Ink cartridges;705894;KMP H101 ink cartridge cyan compatible with HP CN 046 AE;KMP;1723,4003;4011324172348;;;;;;8.65;EUR;16.99;4;;;;32159000
Ink cartridges;705901;KMP H102 ink cartridge magenta compatible with HP CN 047 AE;KMP;1723,4006;4011324172379;;;;;;8.65;EUR;16.99;2;;;;32159000
Ink cartridges;705908;KMP H103 ink cartridge yellow compatible with HP CN 048 AE;KMP;1723,4009;4011324172386;;;;;;8.65;EUR;16.99;2;;;;32159000
Ink cartridges;707495;Canon BCI-16 color;Canon;9818A002;4960999243641;;;;;;17.28;EUR;27.99;> 80;;;;32159000
Ink cartridges;708512;KMP S1 ink cartridge black compatible with Samsung Ink-M40;KMP;1950,4401;4011324950403;;;;;;14.33;EUR;29.99;1;;;;32159000
Ink cartridges;708526;KMP C87 ink cartridge black compatible with Canon PG-540 XL;KMP;1516,4001;4011324151602;;;;;;13.62;EUR;19.99;1;;;;32159000
Ink cartridges;708533;KMP C88 ink cartridge color compatible with Canon CL-541 XL;KMP;1517,4030;4011324151732;;;;;;13.62;EUR;19.99;4;;;;32159000
Ink cartridges;709336;HP C 9368 AE Fotodruckpatrone No. 100;Hewlett Packard;C9368AE;0829160180533;8291601805336;;;;;20.12;EUR;;0;;;;32159000
Ink cartridges;709343;HP C 8766 EE ink cartridge color No. 343 7 ml;Hewlett Packard;C8766EE;0829160180267;0829160180274;0829160180281;0829160799285;0884962780527;8291601802748;19.45;EUR;;> 60;;;;32159000
Ink cartridges;709350;HP C 9363 EE ink cartridge color No. 344 14 ml;Hewlett Packard;C9363EE;0829160180472;0829160180489;0829160180496;0829160799292;0884962780565;8291601804896;27.81;EUR;;> 30;;;;32159000
Ink cartridges;713893;HP C 8765 EE ink cartridge black No. 338;Hewlett Packard;C8765EE;0829160180168;0829160180175;0829160180182;0829160799261;0884962780510;8291601801758;17.06;EUR;;> 40;;;;32159000
Ink cartridges;713900;HP C 8767 EE ink cartridge black No. 339;Hewlett Packard;C8767EE;0829160180366;0829160180373;0829160180380;0829160799278;0884962780534;8291601803738;25.56;EUR;;10;;;;32159000
Ink cartridges;713907;HP C 9369 EE ink cartridge Photo No. 348;Hewlett Packard;C9369EE;0829160203430;8291602034308;;;;;22.03;EUR;;3;;;;32159000
Ink cartridges;716716;Lexmark Patrone 18C2180E color No. 37 XL;Lexmark;18C2180E;0734646965033;7346469650336;;;;;34.77;EUR;51.99;1;;;;32159000
Ink cartridges;720958;HP SD 412 EE ink cartridges No. 350 and 351;Hewlett Packard;SD412EE;0884420861508;;;;;;22.16;EUR;;8;;;;32159000
Ink cartridges;720965;HP SD 449 EE ink cartridges No. 338 and 343;Hewlett Packard;SD449EE;0884962520246;;;;;;30.96;EUR;;1;;;;32159000
Ink cartridges;724087;Canon PG-545 black;Canon;8287B001;4960999974507;;;;;;9.37;EUR;15.99;> 1000;;;;32159000
Ink cartridges;724094;Canon CL-546 color;Canon;8289B001;4960999974521;;;;;;11.15;EUR;18.99;> 1000;;;;32159000
Ink cartridges;724101;Canon PG-545 XL black;Canon;8286B001;4960999974491;;;;;;12.90;EUR;21.99;> 1000;;;;32159000
Ink cartridges;724108;Canon CL-546 XL color;Canon;8288B001;4960999974514;;;;;;14.06;EUR;23.99;0;;;;32159000
Ink cartridges;724115;Canon PG-545 / CL-546 Multi Pack;Canon;8287B005;8714574605517;;;;;;17.58;EUR;29.99;> 1000;;;;32159000
Ink cartridges;730163;Brother LC-1100 Value Pack BK/C/M/Y;Brother;LC1100VALBPDR;5014047561290;5014047561306;;;;;30.60;EUR;53.99;> 10;;;;32159000
Ink cartridges;731890;Canon BCI-1302 BK ink black;Canon;7717A001;0138030195066;4960999171869;;;;;37.93;EUR;;0;;;;32159000
Ink cartridges;731897;Canon BCI-1302 C ink   cyan;Canon;7718A001;4960999171852;;;;;;38.25;EUR;;0;;;;32159000
Ink cartridges;731904;Canon BCI-1302 M ink   magenta;Canon;7719A001;4960999171876;;;;;;37.93;EUR;;0;;;;32159000
Ink cartridges;731911;Canon BCI-1302 Y ink   yellow;Canon;7720A001;4960999171883;;;;;;37.93;EUR;;0;;;;32159000
Ink cartridges;732093;Canon BCI-1431 BK ink   Pigment black;Canon;8963A001;0013803031386;0138030313866;4960999196008;;;;40.46;EUR;59.00;1;;;;32159000
Ink cartridges;732100;Canon BCI-1431 C ink   Pigment cyan;Canon;8970A001;0013803031409;0138030314092;4960999196015;;;;40.51;EUR;59.00;1;;;;32159000
Ink cartridges;732114;Canon BCI-1431 M ink   Pigment magenta;Canon;8971A001;0013803031416;0138030314160;4960999196022;;;;40.46;EUR;59.00;3;;;;32159000
Ink cartridges;732121;Canon BCI-1431 Y ink   Pigment yellow;Canon;8972A001;4960999196039;;;;;;40.46;EUR;59.00;1;;;;32159000
Ink cartridges;732128;Canon BCI-1431 PC ink   Pigment photo cyan;Canon;8973A001;0013803031430;0138030314306;4960999196046;;;;40.46;EUR;59.00;1;;;;32159000
Ink cartridges;732135;Canon BCI-1431 PM ink   Pigment photo magenta;Canon;8974A001;0013803031447;0138030314474;4960999196053;;;;40.80;EUR;59.00;1;;;;32159000
Ink cartridges;737371;Brother LC-900 BK black;Brother;LC900BK;4977766627887;;;;;;15.20;EUR;27.99;6;;;;32159000
Ink cartridges;737378;Brother LC-900 C cyan;Brother;LC900C;4977766627894;;;;;;8.40;EUR;15.99;5;;;;32159000
Ink cartridges;737385;Brother LC-900 M magenta;Brother;LC900M;4977766627900;;;;;;8.00;EUR;15.99;2;;;;32159000
Ink cartridges;737392;Brother LC-900 Y yellow;Brother;LC900Y;4977766627917;;;;;;8.40;EUR;15.99;> 10;;;;32159000
Ink cartridges;745346;KMP B37 ink cartridge black compatible w. Brother LC-1240BK;KMP;1524,0001;4011324152418;;;;;;6.76;EUR;14.99;1;;;;32159000
Ink cartridges;745360;KMP B38 ink cartridge cyan compatible w. Brother LC-1240 C;KMP;1524,0003;4011324152432;;;;;;4.54;EUR;9.99;0;;;;32159000
Ink cartridges;745367;KMP B39 ink cartridge magenta compatible w. Brother LC-1240 M;KMP;1524,0006;4011324152463;;;;;;4.54;EUR;9.99;0;;;;32159000
Ink cartridges;745374;KMP B40 ink cartridge yellow compatible w. Brother LC-1240 Y;KMP;1524,0009;4011324152494;;;;;;4.54;EUR;9.99;0;;;;32159000
Ink cartridges;745388;KMP B37V Multipack BK/C/M/Y compatible with Brother LC-1240;KMP;1524,0050;4011324152456;;;;;;18.16;EUR;39.99;3;;;;32159000
Ink cartridges;759192;KMP H67 ink cartridge black comp. w. HP CD 975 AE No. 920 XL;KMP;1717,0051;4011324171716;;;;;;6.70;EUR;17.99;3;;;;32159000
Ink cartridges;759206;KMP H68 ink cartridge cyan comp. w. HP CD 972 AE No. 920 XL;KMP;1718,0053;4011324171839;;;;;;4.54;EUR;9.99;0;;;;32159000
Ink cartridges;759213;KMP H69 ink cartridge magenta comp. w. HP CD 973 No. 920 XL;KMP;1718,0056;4011324171860;;;;;;4.54;EUR;9.99;0;;;;32159000
Ink cartridges;759220;KMP H70 ink cartridge yellow comp. w. HP CD 974 AE No. 920 XL;KMP;1718,0059;4011324171891;;;;;;4.54;EUR;6.99;1;;;;32159000
Ink cartridges;759234;KMP H67V Multipack BK/C/M/Y compatible with HP No. 920 XL;KMP;1717,0055;4011324717051;;;;;;18.70;EUR;39.99;0;;;;32159000
Ink cartridges;759381;KMP H44 ink cartridge black comp. w. HP CC 641 EE No. 300XL;KMP;1710,4411;4011324710410;;;;;;15.08;EUR;27.99;3;;;;32159000
Ink cartridges;759395;KMP H45 ink cartridge color comp. w. HP CC 644 EE No. 300XL;KMP;1710,4440;4011324710441;;;;;;15.24;EUR;25.99;2;;;;32159000
Ink cartridges;761138;KMP H108 ink cartridge black compatible with HP CB 316 EE;KMP;1712,8001;4011324171280;;;;;;3.89;EUR;7.99;0;;;;32159000
Ink cartridges;761145;KMP H109 ink cartridge photo black comp. with HP CB 317 EE;KMP;1713,8040;4011324171389;;;;;;3.40;EUR;6.99;0;;;;32159000
Ink cartridges;761152;KMP H110 ink cartridge cyan compatible with HP CB 318 EE;KMP;1714,8003;4011324714838;;;;;;3.40;EUR;6.99;0;;;;32159000
Ink cartridges;761166;KMP H111 ink cartridge magenta compatible with HP CB 319 EE;KMP;1714,8006;4011324714869;;;;;;3.40;EUR;6.99;0;;;;32159000
Ink cartridges;761173;KMP H112 ink cartridge yellow compatible with HP CB 320 EE;KMP;1714,8009;4011324714890;;;;;;3.40;EUR;6.99;0;;;;32159000
Ink cartridges;761180;KMP H108V Multipack BK/C/M/Y compatible with HP No. 364;KMP;1712,8005;4011324712858;;;;;;12.05;EUR;24.99;0;;;;32159000
Ink cartridges;766598;Brother LC-900 Value Pack BK/C/M/Y;Brother;LC900VALBP;5014047560217;;;;;;34.30;EUR;;3;;;;32159000
Ink cartridges;767109;HP D8J48AE ink cartridge black No. 940 XL Twin Pack;Hewlett Packard;D8J48AE;0887758699515;;;;;;47.70;EUR;;0;;;;32159000
Ink cartridges;769958;KMP C89 ink cartridge black compatible mit Canon PGI-550PGBK;KMP;1518,0001;4011324151817;;;;;;5.84;EUR;12.99;9;;;;32159000
Ink cartridges;769965;KMP C89D ink cartridge sw DP comp. with Canon PGI-550PGBK;KMP;1518,0021;4011324151824;;;;;;11.03;EUR;22.99;0;;;;32159000
Ink cartridges;769972;KMP C90 ink cartridge black comp. with Canon CLI-551 BK XL;KMP;1520,0001;4011324152012;;;;;;4.97;EUR;10.99;7;;;;32159000
Ink cartridges;769986;KMP C91 ink cartridge cyan comp. with Canon CLI-551 C XL;KMP;1519,0003;4011324151930;;;;;;4.97;EUR;10.99;2;;;;32159000
Ink cartridges;769993;KMP C92 ink cartridge magenta comp. with Canon CLI-551 M XL;KMP;1519,0006;4011324151961;;;;;;4.97;EUR;10.99;> 10;;;;32159000
Ink cartridges;770000;KMP C93 ink cartridge yellow comp. with Canon CLI-551 Y XL;KMP;1519,0009;4011324151992;;;;;;4.97;EUR;10.99;5;;;;32159000
Ink cartridges;770007;KMP C94 ink cartridge grey comp. with Canon CLI-551 GY XL;KMP;1519,0041;4011324151947;;;;;;4.97;EUR;10.99;1;;;;32159000
Ink cartridges;770014;KMP C90V Promo Pack compatible with CLI-551 BK/C/M/Y;KMP;1520,0050;4011324152050;;;;;;17.94;EUR;39.99;> 20;;;;32159000
Ink cartridges;770021;KMP H104 ink cartridge black comp. with HP CN 053 AE 932 XL;KMP;1725,4001;4011324172546;;;;;;9.63;EUR;19.99;2;;;;32159000
Ink cartridges;770028;KMP H105 ink cartridge cyan comp. with HP CN 054 AE 933 XL;KMP;1726,4003;4011324172645;;;;;;7.51;EUR;10.99;0;;;;32159000
Ink cartridges;770035;KMP H106 ink cartridge magenta comp. with HP CN 055 AE 933 XL;KMP;1726,4006;4011324172676;;;;;;7.51;EUR;10.99;0;;;;32159000
Ink cartridges;770056;KMP H107 ink cartridge yellow comp. with HP CN 056 AE 933 XL;KMP;1726,4009;4011324172683;;;;;;7.51;EUR;10.99;1;;;;32159000
Ink cartridges;770070;KMP 105V Promo Pack C/M/Y comp. with HP 933 XL;KMP;1726,4050;4011324172652;;;;;;21.02;EUR;29.99;2;;;;32159000
Ink cartridges;770203;HP C2P42AE Multipack BK/C/M/Y No. 932 XL and 933 XL;Hewlett Packard;C2P42AE;0887111884923;;;;;;39.36;EUR;;> 70;;;;32159000
Ink cartridges;770210;HP C2P43AE Multipack BK/C/M/Y No. 950 XL and 951 XL;Hewlett Packard;C2P43AE;0887111884930;;;;;;63.74;EUR;;> 100;;;;32159000
Ink cartridges;770217;HP C2N92AE Multipack BK/C/M/Y No. 920 XL;Hewlett Packard;C2N92AE;0887111497338;;;;;;41.23;EUR;;0;;;;32159000
Ink cartridges;780493;Epson DURABrite Ultra Ink 27 ink cartridge black T 2701;Epson;C13T27014010;8715946532912;;;;;;10.56;EUR;14.99;9;;;;32159000
Ink cartridges;780507;Epson DURABrite Ultra Ink 27 ink cartridge cyan T 2702;Epson;C13T27024010;8715946533025;;;;;;7.04;EUR;9.99;8;;;;32159000
Ink cartridges;780605;Epson DURABrite Ultra Ink 27 ink cartridge magenta T 2703;Epson;C13T27034010;8715946533032;;;;;;7.04;EUR;9.99;8;;;;32159000
Ink cartridges;780619;Epson DURABrite Ultra Ink 27 ink cartridge yellow T 2704;Epson;C13T27044010;8715946533049;;;;;;7.04;EUR;9.99;6;;;;32159000
Ink cartridges;780640;Epson DURABrite Multipack (3 colors) T 27           T 2705;Epson;C13T27054010;8715946535043;;;;;;21.13;EUR;29.99;> 20;;;;32159000
Ink cartridges;780668;Epson DURABrite Ultra Ink 27 XL ink cartridge black T 2711;Epson;C13T27114010;8715946533063;;;;;;22.55;EUR;31.99;> 30;;;;32159000
Ink cartridges;780682;Epson DURABrite Ultra Ink 27 XL ink cartridge cyan T 2712;Epson;C13T27124010;8715946533070;;;;;;18.32;EUR;25.99;> 10;;;;32159000
Ink cartridges;780696;Epson DURABrite Ultra Ink 27 XL ink cartridge magenta T 2713;Epson;C13T27134010;8715946533087;;;;;;18.32;EUR;25.99;> 10;;;;32159000
Ink cartridges;780710;Epson DURABrite Ultra Ink 27 XL ink cartridge yellow T 2714;Epson;C13T27144010;8715946533094;;;;;;18.32;EUR;25.99;> 10;;;;32159000
Ink cartridges;780724;Epson DURABrite Multipack (3 Colors) T 27 XL        T 2705;Epson;C13T27154010;8715946535067;;;;;;54.25;EUR;76.99;> 30;;;;32159000
Ink cartridges;780738;Epson DURABrite Ultra Ink 27 XXL ink cartridge black T 2791;Epson;C13T27914010;8715946533117;;;;;;29.59;EUR;41.99;> 40;;;;32159000
Ink cartridges;782068;Epson DURABrite Ultra Ink 79 XL ink cartridge black T 7901;Epson;C13T79014010;8715946535982;;;;;;26.17;EUR;40.00;> 10;;;;32159000
Ink cartridges;782082;Epson DURABrite Ultra Ink 79 XL ink cartridge cyan T 7902;Epson;C13T79024010;8715946535999;;;;;;23.89;EUR;36.49;> 20;;;;32159000
Ink cartridges;782089;Epson DURABrite Ultra Ink 79 XL ink cartridge magenta T 7903;Epson;C13T79034010;8715946536002;;;;;;23.89;EUR;36.49;3;;;;32159000
Ink cartridges;782096;Epson DURABrite Ultra Ink 79 XL ink cartridge yellow T 7904;Epson;C13T79044010;8715946536019;;;;;;23.89;EUR;36.49;10;;;;32159000
Ink cartridges;782103;Epson DURABrite Ultra Ink 79 ink cartridge black T 7911;Epson;C13T79114010;8715946535944;;;;;;14.72;EUR;22.49;0;;;;32159000
Ink cartridges;782110;Epson DURABrite Ultra Ink 79 ink cartridge cyan T 7912;Epson;C13T79124010;8715946535951;;;;;;13.42;EUR;20.49;0;;;;32159000
Ink cartridges;782117;Epson DURABrite Ultra Ink 79 ink cartridge magenta T 7913;Epson;C13T79134010;8715946535968;;;;;;13.42;EUR;20.49;0;;;;32159000
Ink cartridges;782124;Epson DURABrite Ultra Ink 79 ink cartridge yellow T 7914;Epson;C13T79144010;8715946535975;;;;;;13.42;EUR;20.49;0;;;;32159000
Ink cartridges;784084;HP CN 050 AE ink cartridge cyan No. 951;Hewlett Packard;CN050AE;0888182554104;;;;;;12.05;EUR;;0;;;;32159000
Ink cartridges;784091;HP CN 051 AE ink cartridge magenta No. 951;Hewlett Packard;CN051AE;0888182554142;;;;;;12.05;EUR;;3;;;;32159000
Ink cartridges;784098;HP CN 052 AE ink cartridge yellow No. 951;Hewlett Packard;CN052AE;0888182554180;;;;;;12.05;EUR;;0;;;;32159000
Ink cartridges;796927;HP C 9351 AE ink cartridge black No. 21;Hewlett Packard;C9351AE;0829160941318;0829160941325;0829160941332;0829160941356;0884962780749;0884962780756;11.28;EUR;;> 100;;;;32159000
Ink cartridges;796934;HP C 9352 AE ink cartridge color No. 22;Hewlett Packard;C9352AE;0829160941370;0829160941387;0829160941394;0829160941417;0884962780787;0884962780794;14.34;EUR;;> 50;;;;32159000
Ink cartridges;808262;Brother LC-970 Value Pack BK/C/M/Y;Brother;LC970VALBP;5014047560712;;;;;;29.00;EUR;;8;;;;32159000
Ink cartridges;810003;Canon CLI-8 BK black;Canon;0620B001;4960999273235;;;;;;9.25;EUR;15.99;> 1000;;;;32159000
Ink cartridges;810010;Canon CLI-8 C cyan;Canon;0621B001;4960999272672;;;;;;9.25;EUR;15.99;> 1000;;;;32159000
Ink cartridges;810017;Canon CLI-8 M magenta;Canon;0622B001;4960999272702;;;;;;9.25;EUR;15.99;> 1000;;;;32159000
Ink cartridges;810031;Canon CLI-8 Y yellow;Canon;0623B001;4960999272825;;;;;;9.25;EUR;15.99;> 1000;;;;32159000
Ink cartridges;810038;Canon CLI-8 PC photo cyan;Canon;0624B001;4960999272894;;;;;;9.25;EUR;15.99;> 1000;;;;32159000
Ink cartridges;810045;Canon CLI-8 PM photo magenta;Canon;0625B001;4960999272931;;;;;;9.25;EUR;15.99;> 1000;;;;32159000
Ink cartridges;810052;Canon PGI-5 BK black;Canon;0628B001;4960999273020;;;;;;10.42;EUR;17.99;> 1000;;;;32159000
Ink cartridges;810059;Canon PG-40 black;Canon;0615B001;4960999273372;;;;;;12.73;EUR;21.99;> 1000;;;;32159000
Ink cartridges;810066;Canon PG-50 black;Canon;0616B001;4960999273402;;;;;;18.15;EUR;31.49;> 600;;;;32159000
Ink cartridges;810073;Canon CL-41 color;Canon;0617B001;4960999273433;;;;;;15.63;EUR;26.99;> 1000;;;;32159000
Ink cartridges;810094;Canon CL-51 color;Canon;0618B001;4960999273464;;;;;;21.21;EUR;36.99;> 200;;;;32159000
Ink cartridges;810101;Canon CL-52 photo color;Canon;0619B001;4960999273495;;;;;;16.99;EUR;27.99;> 100;;;;32159000
Ink cartridges;811727;Epson ink cartridge photo black T 624 950 ml T 6241;Epson;C13T624100;0010343867079;;;;;;187.24;EUR;238.00;0;;;;32159000
Ink cartridges;811734;Epson ink cartridge cyan T 624 950 ml              T 6242;Epson;C13T624200;0010343867086;;;;;;187.24;EUR;238.00;0;;;;32159000
Ink cartridges;811748;Epson ink cartridge magenta T 624 950 ml              T 6243;Epson;C13T624300;0010343867093;;;;;;187.24;EUR;238.00;0;;;;32159000
Ink cartridges;811755;Epson ink cartridge yellow T 624 950 ml              T 6244;Epson;C13T624400;0010343867109;;;;;;187.24;EUR;238.00;0;;;;32159000
Ink cartridges;811769;Epson ink cartridge light cyan T 624 950 ml              T 6245;Epson;C13T624500;0010343867116;;;;;;187.24;EUR;238.00;0;;;;32159000
Ink cartridges;811776;Epson ink cartridge light magenta T 624 950 ml      T 6246;Epson;C13T624600;0010343867123;;;;;;187.24;EUR;238.00;0;;;;32159000
Ink cartridges;811790;Epson ink cartridge green T 624 950 ml              T 6247;Epson;C13T624700;0010343867130;;;;;;187.24;EUR;238.00;0;;;;32159000
Ink cartridges;811804;Epson ink cartridge orange T 624 950 ml              T 6248;Epson;C13T624800;0010343867147;;;;;;187.24;EUR;238.00;0;;;;32159000
Ink cartridges;812497;Lexmark Multi Pack 14N1912E No. 100 CMYK;Lexmark;14N1912E;0734646353854;0734646401098;;;;;40.53;EUR;60.49;0;;;;32159000
Ink cartridges;813568;Epson ink cartridge black 110 ml                  S 020118;Epson;C13S020118;0010343813489;;;;;;67.88;EUR;93.70;0;;;;32159000
Ink cartridges;813576;Epson ink cartridge cyan 110 ml                  S 020130;Epson;C13S020130;0010343813519;;;;;;67.88;EUR;93.70;0;;;;32159000900
Ink cartridges;813584;Epson ink cartridge magenta 110 ml                  S 020126;Epson;C13S020126;0010343813502;;;;;;67.88;EUR;93.70;0;;;;32159000
Ink cartridges;813592;Epson ink cartridge yellow 110 ml                  S 020122;Epson;C13S020122;0010343813496;;;;;;67.88;EUR;93.70;0;;;;32159000
Ink cartridges;820958;Brother LC-900 HYBK black;Brother;LC900HYBK;4977766627924;;;;;;20.60;EUR;37.99;0;;;;32159000
Ink cartridges;821534;Brother LC-1000 Value Pack BK/C/M/Y;Brother;LC-1000VALBP;5014047560453;;;;;;32.10;EUR;;0;;;;32159000
Ink cartridges;821541;Brother LC-980 Value Pack BK/C/M/Y;Brother;LC-980VALBP;5014047561023;;;;;;27.10;EUR;;4;;;;32159000
Ink cartridges;821548;Brother LC-985 Value Pack BK/C/M/Y;Brother;LC-985VALBP;5014047562112;;;;;;26.60;EUR;;> 20;;;;32159000
Ink cartridges;823473;Brother LC-127 / LC-125 XL Value Pack BK/C/M/Y;Brother;LC-127XLVALBP;5014047563430;;;;;;58.20;EUR;;> 20;;;;32159000
Ink cartridges;823863;HP C 9502 AE ink cartridge black (2x C 6656 AE No. 56);Hewlett Packard;C9502AE;0882780019003;8827800190036;;;;;31.28;EUR;;1;;;;32159000
Ink cartridges;824290;HP C 9503 AE ink cartridge color (2x C 6657 AE No. 57);Hewlett Packard;C9503AE;0882780019010;8827800190104;;;;;46.32;EUR;;3;;;;32159000
Ink cartridges;824332;HP C 9504 EE ink cartridge black (2x 8767 EE No. 339);Hewlett Packard;C9504EE;0882780019027;8827800190272;;;;;43.49;EUR;;2;;;;32159000
Ink cartridges;824346;HP C 9505 EE ink cartridge color (2x C 9363 EE No. 344);Hewlett Packard;C9505EE;0882780019034;8827800190340;;;;;47.91;EUR;;3;;;;32159000
Ink cartridges;829052;HP SD 519 AE twin pack black No. 901 XL and color No. 901;Hewlett Packard;SD519AE;0885631768822;;;;;;29.93;EUR;;> 20;;;;32159000
Ink cartridges;829507;Brother LC-129 XLBK black;Brother;LC129XLBK;4977766724159;5014047566448;;;;;20.70;EUR;36.99;6;;;;32159000
Ink cartridges;829514;Brother LC-129 / LC-125 XL Value Pack BK/C/M/Y;Brother;LC-129XLVALBP;5014047566677;;;;;;59.10;EUR;;1;;;;32159000
Ink cartridges;829654;Canon PGI-550/CLI-551 Multipack PGBK/C/M/Y/BK/GY;Canon;6496B005;8714574623207;;;;;;42.71;EUR;72.49;> 300;;;;32159000
Ink cartridges;829675;Canon PGI-29 Multipack MBK/PBK/DGY/GY/LGY/CO;Canon;4868B018;8714574623214;;;;;;96.99;EUR;179.99;> 30;;;;32159000
Ink cartridges;829899;Epson DURABrite Ultra Ink XXL ink cartridge black T 7891;Epson;C13T789140;8715946529233;;;;;;42.05;EUR;56.38;0;;;;32159000
